Time,visa,mastercard,union,bnu,boc,hsbc,jcb
2024-06-19 09:41:01.936346+00:00,110.9752947,111.09886,111.000111,111.86,111.65,111.52578,111.56788615006235
2024-06-19 11:33:14.394663+00:00,110.9752947,111.09886,111.000111,111.86,111.66,111.54641000000001,111.55400674851865
2024-06-19 15:32:20.147727+00:00,110.9752947,111.09886,111.000111,111.86,111.6,111.474205,111.55400674851865
2024-06-19 19:31:57.353029+00:00,110.9752947,111.09886,111.000111,111.86,111.54,111.432945,111.55400674851865
2024-06-20 09:38:29.465791+00:00,110.93736845,110.95953,111.000111,111.72999999999999,111.4,111.288535,111.55400674851865
2024-06-20 11:33:10.898414+00:00,110.93736845,110.95953,110.877037,111.72999999999999,111.44,111.31948,111.48634074200463
2024-06-20 15:32:02.575812+00:00,110.93736845,110.95953,110.877037,111.67,111.43,111.30916500000001,111.48634074200463
2024-06-20 19:32:17.313263+00:00,110.93736845,110.95953,110.877037,111.67,111.38,111.26790500000001,111.48634074200463
2024-06-21 09:38:58.976433+00:00,110.86342284999999,110.86319,110.877037,111.52,111.35,111.23696000000001,111.48634074200463
2024-06-21 11:34:43.255585+00:00,110.86342284999999,110.86319,110.815603,111.52,111.33,111.21633000000001,111.40491172738798
2024-06-21 15:33:19.134557+00:00,110.86342284999999,110.86319,110.815603,111.52,111.34,111.21633000000001,111.40491172738798
2024-06-21 19:32:13.981092+00:00,110.86342284999999,110.86319,110.815603,111.52,111.31,111.1957,111.40491172738798
2024-06-22 09:38:01.040323+00:00,110.87692407,110.84636,110.815603,111.52,111.44,111.22664500000002,111.40491172738798
2024-06-22 11:34:43.153183+00:00,110.87692407,110.84636,110.815603,111.52,111.44,111.22664500000002,111.40491172738798
2024-06-22 15:31:54.356984+00:00,110.87692407,110.84636,110.815603,111.52,111.44,111.22664500000002,111.40491172738798
2024-06-23 09:44:43.478062+00:00,110.87692407,110.84636,110.815603,111.52,111.44,111.22664500000002,111.40491172738798
2024-06-23 11:31:53.510412+00:00,110.87692407,110.84636,110.815603,111.52,111.44,111.22664500000002,111.40491172738798
2024-06-23 15:31:48.298670+00:00,110.87692407,110.84636,110.815603,111.52,111.44,111.22664500000002,111.40491172738798
2024-06-23 19:32:13.744462+00:00,110.87692407,110.84636,110.815603,111.52,111.44,111.22664500000002,111.40491172738798
2024-06-24 09:42:28.580871+00:00,110.87692407,110.84636,110.815603,111.53999999999999,111.32,111.1957,111.40491172738798
2024-06-24 11:33:26.123529+00:00,110.87692407,110.84636,110.82788400000001,111.53999999999999,111.36,111.23696000000001,111.39724016382647
2024-06-24 15:32:11.299560+00:00,110.87692407,110.84636,110.82788400000001,111.53999999999999,111.36,111.23696000000001,111.39724016382647
2024-06-24 19:32:13.629560+00:00,110.87692407,110.84636,110.82788400000001,111.53999999999999,111.46,111.36074,111.39724016382647
2024-06-25 09:40:23.756461+00:00,110.9157205,110.99781,110.82788400000001,111.7,111.47,111.36074,111.39724016382647
2024-06-25 11:33:34.604323+00:00,110.9157205,110.99781,110.877037,111.7,111.51,111.45357500000001,111.51561405517656
2024-06-25 19:32:02.825115+00:00,110.9157205,110.99781,110.877037,111.7,111.42,111.30916500000001,111.51561405517656
2024-06-26 09:40:03.035139+00:00,110.92763342,110.92141,110.877037,111.62,111.41,111.29885000000002,111.51561405517656
2024-06-26 11:35:02.752423+00:00,110.92763342,110.92141,110.877037,111.62,111.37,111.26790500000001,111.46342902882695
2024-06-26 19:31:59.833710+00:00,110.92763342,110.92141,110.877037,111.62,111.21,111.09255,111.46342902882695
2024-06-27 11:33:04.518792+00:00,110.85324137999999,110.88022,110.76650400000001,111.47,111.25,111.13381,111.39284344547717
2024-06-27 15:32:11.038943+00:00,110.85324137999999,110.88022,110.76650400000001,111.47,111.25,111.123495,111.39284344547717
2024-06-27 19:32:05.782749+00:00,110.85324137999999,110.88022,110.76650400000001,111.47,111.25,111.14412499999999,111.39284344547717
2024-06-28 09:41:10.551880+00:00,110.81198517,110.80538,110.76650400000001,111.38,111.2,111.040975,111.39284344547717
2024-06-28 11:34:00.330879+00:00,110.81198517,110.80538,110.72970900000001,111.38,111.24,111.123495,111.34530234266205
2024-06-28 15:31:52.190263+00:00,110.81198517,110.80538,110.72970900000001,111.38,111.25,111.11318000000001,111.34530234266205
2024-06-28 19:31:59.840956+00:00,110.81198517,110.80538,110.72970900000001,111.38,111.35,111.22664500000002,111.34530234266205
2024-06-29 09:38:49.770360+00:00,110.83709530000002,110.845,110.72970900000001,111.38,111.33,111.11318000000001,111.34530234266205
2024-06-29 11:34:55.489857+00:00,110.83709530000002,110.845,110.72970900000001,111.38,111.33,111.11318000000001,111.34530234266205
2024-06-29 15:32:19.743581+00:00,110.83709530000002,110.845,110.72970900000001,111.38,111.33,111.11318000000001,111.34530234266205
2024-06-29 19:32:00.431361+00:00,110.83709530000002,110.845,110.72970900000001,111.38,111.33,111.11318000000001,111.34530234266205
2024-06-30 09:47:16.335881+00:00,110.83709530000002,110.845,110.72970900000001,111.38,111.33,111.11318000000001,111.34530234266205
2024-06-30 11:33:59.838371+00:00,110.83709530000002,110.845,110.72970900000001,111.38,111.33,111.11318000000001,111.34530234266205
2024-06-30 15:32:17.720918+00:00,110.83709530000002,110.845,110.72970900000001,111.38,111.33,111.11318000000001,111.34530234266205
2024-06-30 19:31:48.600410+00:00,110.83709530000002,110.845,110.72970900000001,111.38,111.33,111.11318000000001,111.34530234266205
2024-07-01 09:50:42.459399+00:00,110.83709530000002,110.845,110.72970900000001,111.46000000000001,111.27,111.15444,111.34530234266205
2024-07-01 11:34:25.513565+00:00,110.83709530000002,110.845,110.778775,111.46000000000001,111.24,111.14412499999999,111.36981694027159
2024-07-01 15:32:05.771369+00:00,110.83709530000002,110.845,110.778775,111.46000000000001,111.29,111.18538500000001,111.36981694027159
2024-07-01 19:32:12.476396+00:00,110.83709530000002,110.845,110.778775,111.46000000000001,111.29,111.18538500000001,111.36981694027159
2024-07-02 09:41:15.613388+00:00,110.84813204999999,110.84052,110.778775,111.44000000000001,111.22,111.07192,111.36981694027159
2024-07-02 11:33:32.941658+00:00,110.84813204999999,110.84052,110.815603,111.44000000000001,111.21,111.08223500000001,111.39444453393916
2024-07-02 15:31:53.248387+00:00,110.84813204999999,110.84052,110.815603,111.44000000000001,111.18,111.05129000000001,111.39444453393916
